component_id,source_token,unicode_character,display_glyph,svg_fallback,plain_name_zh_hk,plain_name_en,render_status,name_review_status,source,source_commit,license
component-CDP-89FA,&CDP-89FA;,,,,,,missing-svg-fallback,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-CDP-89FE,&CDP-89FE;,,,,,,missing-svg-fallback,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-CDP-8A43,&CDP-8A43;,,,,,,missing-svg-fallback,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-CDP-8ACE,&CDP-8ACE;,,,,,,missing-svg-fallback,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-CDP-8B63,&CDP-8B63;,,,,,,missing-svg-fallback,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-CDP-8B7B,&CDP-8B7B;,,,,,,missing-svg-fallback,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-CDP-8B7C,&CDP-8B7C;,,,,,,missing-svg-fallback,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-CDP-8BA1,&CDP-8BA1;,,,,,,missing-svg-fallback,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-CDP-8BA5,&CDP-8BA5;,,,,,,missing-svg-fallback,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-CDP-8BA8,&CDP-8BA8;,,,,,,missing-svg-fallback,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-CDP-8BAE,&CDP-8BAE;,,,,,,missing-svg-fallback,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-CDP-8BB0,&CDP-8BB0;,,,,,,missing-svg-fallback,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-CDP-8BB5,&CDP-8BB5;,,,,,,missing-svg-fallback,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-CDP-8BB8,&CDP-8BB8;,,,,,,missing-svg-fallback,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-CDP-8BBD,&CDP-8BBD;,,,,,,missing-svg-fallback,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-CDP-8BBE,&CDP-8BBE;,,,,,,missing-svg-fallback,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-CDP-8BC2,&CDP-8BC2;,,,,,,missing-svg-fallback,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-CDP-8BC4,&CDP-8BC4;,,,,,,missing-svg-fallback,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-CDP-8BC5,&CDP-8BC5;,,,,,,missing-svg-fallback,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-CDP-8BC7,&CDP-8BC7;,,,,,,missing-svg-fallback,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-CDP-8BCB,&CDP-8BCB;,,,,,,missing-svg-fallback,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-CDP-8BD0,&CDP-8BD0;,,,,,,missing-svg-fallback,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-CDP-8BD1,&CDP-8BD1;,,,,,,missing-svg-fallback,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-CDP-8BD9,&CDP-8BD9;,,,,,,missing-svg-fallback,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-CDP-8BDC,&CDP-8BDC;,,,,,,missing-svg-fallback,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-CDP-8BE2,&CDP-8BE2;,,,,,,missing-svg-fallback,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-CDP-8BE8,&CDP-8BE8;,,,,,,missing-svg-fallback,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-CDP-8BEA,&CDP-8BEA;,,,,,,missing-svg-fallback,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-CDP-8BEC,&CDP-8BEC;,,,,,,missing-svg-fallback,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-CDP-8BF8,&CDP-8BF8;,,,,,,missing-svg-fallback,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-CDP-8BFE,&CDP-8BFE;,,,,,,missing-svg-fallback,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-CDP-8C42,&CDP-8C42;,,,,,,missing-svg-fallback,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-CDP-8C45,&CDP-8C45;,,,,,,missing-svg-fallback,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-CDP-8C46,&CDP-8C46;,,,,,,missing-svg-fallback,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-CDP-8C4B,&CDP-8C4B;,,,,,,missing-svg-fallback,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-CDP-8C4F,&CDP-8C4F;,,,,,,missing-svg-fallback,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-CDP-8C52,&CDP-8C52;,,,,,,missing-svg-fallback,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-CDP-8C62,&CDP-8C62;,,,,,,missing-svg-fallback,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-CDP-8C66,&CDP-8C66;,,,,,,missing-svg-fallback,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-CDP-8C69,&CDP-8C69;,,,,,,missing-svg-fallback,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-CDP-8C6A,&CDP-8C6A;,,,,,,missing-svg-fallback,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-CDP-8C6D,&CDP-8C6D;,,,,,,missing-svg-fallback,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-CDP-8CAB,&CDP-8CAB;,,,,,,missing-svg-fallback,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-CDP-8CAC,&CDP-8CAC;,,,,,,missing-svg-fallback,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-CDP-8CB3,&CDP-8CB3;,,,,,,missing-svg-fallback,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-CDP-8CB8,&CDP-8CB8;,,,,,,missing-svg-fallback,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-CDP-8CBB,&CDP-8CBB;,,,,,,missing-svg-fallback,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-CDP-8CBF,&CDP-8CBF;,,,,,,missing-svg-fallback,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-CDP-8CC1,&CDP-8CC1;,,,,,,missing-svg-fallback,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-CDP-8CC3,&CDP-8CC3;,,,,,,missing-svg-fallback,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-CDP-8CC6,&CDP-8CC6;,,,,,,missing-svg-fallback,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-CDP-8CC7,&CDP-8CC7;,,,,,,missing-svg-fallback,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-CDP-8CC9,&CDP-8CC9;,,,,,,missing-svg-fallback,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-CDP-8CCE,&CDP-8CCE;,,,,,,missing-svg-fallback,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-CDP-8CE4,&CDP-8CE4;,,,,,,missing-svg-fallback,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-CDP-8CE5,&CDP-8CE5;,,,,,,missing-svg-fallback,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-CDP-8CE7,&CDP-8CE7;,,,,,,missing-svg-fallback,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-CDP-8CEA,&CDP-8CEA;,,,,,,missing-svg-fallback,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-CDP-8CF0,&CDP-8CF0;,,,,,,missing-svg-fallback,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-CDP-8CFA,&CDP-8CFA;,,,,,,missing-svg-fallback,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-CDP-8CFD,&CDP-8CFD;,,,,,,missing-svg-fallback,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-CDP-8D40,&CDP-8D40;,,,,,,missing-svg-fallback,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-CDP-8D50,&CDP-8D50;,,,,,,missing-svg-fallback,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-CDP-8D53,&CDP-8D53;,,,,,,missing-svg-fallback,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-CDP-8D56,&CDP-8D56;,,,,,,missing-svg-fallback,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-CDP-8D57,&CDP-8D57;,,,,,,missing-svg-fallback,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-CDP-8D61,&CDP-8D61;,,,,,,missing-svg-fallback,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-CDP-8D62,&CDP-8D62;,,,,,,missing-svg-fallback,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-CDP-8D6B,&CDP-8D6B;,,,,,,missing-svg-fallback,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-CDP-8D74,&CDP-8D74;,,,,,,missing-svg-fallback,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-CDP-8D76,&CDP-8D76;,,,,,,missing-svg-fallback,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-CDP-8D78,&CDP-8D78;,,,,,,missing-svg-fallback,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-CDP-8D7C,&CDP-8D7C;,,,,,,missing-svg-fallback,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-CDP-8DA1,&CDP-8DA1;,,,,,,missing-svg-fallback,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-CDP-8DA8,&CDP-8DA8;,,,,,,missing-svg-fallback,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-CDP-8DAB,&CDP-8DAB;,,,,,,missing-svg-fallback,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-CDP-8DB8,&CDP-8DB8;,,,,,,missing-svg-fallback,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-CDP-8DBC,&CDP-8DBC;,,,,,,missing-svg-fallback,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-CDP-8DCD,&CDP-8DCD;,,,,,,missing-svg-fallback,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-CDP-8DE2,&CDP-8DE2;,,,,,,missing-svg-fallback,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-CDP-8DE8,&CDP-8DE8;,,,,,,missing-svg-fallback,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-GT-09333,&GT-09333;,,,,,,missing-svg-fallback,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-GT-K00059,&GT-K00059;,,,,,,missing-svg-fallback,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-GT-K00207,&GT-K00207;,,,,,,missing-svg-fallback,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-GT-K01085,&GT-K01085;,,,,,,missing-svg-fallback,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-GT-K02380,&GT-K02380;,,,,,,missing-svg-fallback,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-GT-K07616,&GT-K07616;,,,,,,missing-svg-fallback,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-JX2-7461,&JX2-7461;,,,,,,missing-svg-fallback,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-U-i001-20541,&U-i001+20541;,,,,,,missing-svg-fallback,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-U-i001-2FF1,&U-i001+2FF1;,,,,,,missing-svg-fallback,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-U-i001-2FFB,&U-i001+2FFB;,,,,,,missing-svg-fallback,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-U-i002-2FF1,&U-i002+2FF1;,,,,,,missing-svg-fallback,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-2ffd,⿽,⿽,⿽,,,,unicode-ready,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-31c7,㇇,㇇,㇇,,,,unicode-ready,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-4e00,一,一,一,,,,unicode-ready,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-4e01,丁,丁,丁,,,,unicode-ready,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-4e02,丂,丂,丂,,,,unicode-ready,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-4e03,七,七,七,,,,unicode-ready,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-4e08,丈,丈,丈,,,,unicode-ready,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-4e0a,上,上,上,,,,unicode-ready,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-5344,卄,卄,卄,,,,unicode-ready,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-2b740,𫝀,𫝀,𫝀,,,,unicode-ready,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-2cea2,𬺢,𬺢,𬺢,,,,unicode-ready,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-30001,𰀁,𰀁,𰀁,,,,unicode-ready,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-4e0d,不,不,不,,,,unicode-ready,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-4e11,丑,丑,丑,,,,unicode-ready,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-4e14,且,且,且,,,,unicode-ready,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-4e15,丕,丕,丕,,,,unicode-ready,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-4e16,世,世,世,,,,unicode-ready,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-4e18,丘,丘,丘,,,,unicode-ready,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-4e19,丙,丙,丙,,,,unicode-ready,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-4e1a,业,业,业,,,,unicode-ready,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-20010,𠀐,𠀐,𠀐,,,,unicode-ready,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-4e1e,丞,丞,丞,,,,unicode-ready,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-4e3d,丽,丽,丽,,,,unicode-ready,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-4e26,並,並,並,,,,unicode-ready,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-4e28,丨,丨,丨,,,,unicode-ready,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-4e29,丩,丩,丩,,,,unicode-ready,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-4e2b,丫,丫,丫,,,,unicode-ready,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-3404,㐄,㐄,㐄,,,,unicode-ready,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-4e2d,中,中,中,,,,unicode-ready,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-4e30,丰,丰,丰,,,,unicode-ready,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-20063,𠁣,𠁣,𠁣,,,,unicode-ready,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-4e32,串,串,串,,,,unicode-ready,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-23d92,𣶒,𣶒,𣶒,,,,unicode-ready,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-4e35,丵,丵,丵,,,,unicode-ready,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-20073,𠁳,𠁳,𠁳,,,,unicode-ready,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-4e36,丶,丶,丶,,,,unicode-ready,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-4e37,丷,丷,丷,,,,unicode-ready,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-4e38,丸,丸,丸,,,,unicode-ready,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-4e39,丹,丹,丹,,,,unicode-ready,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-4e3b,主,主,主,,,,unicode-ready,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-4e3f,丿,丿,丿,,,,unicode-ready,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-4e42,乂,乂,乂,,,,unicode-ready,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
